C1 (V),C2 (V)
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.12245529311596
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.12245529311596
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.11893642774407
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.11893642774407
2.1700042985701,2.12245529311596
2.1700042985701,2.11893642774407
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.12245529311596
2.1700042985701,2.11893642774407
